0.000	0.027
0.018	0.000
0.028	0.000
0.039	0.080
0.051	0.000
0.063	0.000
0.073	-0.240
0.081	0.080
0.092	0.000
0.105	-0.080
0.114	0.000
0.125	0.000
0.137	0.000
0.147	0.080
0.160	-0.080
0.168	-0.080
0.181	-0.160
0.189	0.000
0.203	0.000
0.212	0.000
0.222	0.000
0.234	0.080
0.245	-0.080
0.255	-0.080
0.267	-0.080
0.277	-0.080
0.287	0.080
0.298	0.000
0.310	0.000
0.321	0.080
0.331	0.000
0.341	0.000
0.351	0.000
0.363	0.080
0.374	0.080
0.385	-0.080
0.396	0.000
0.406	-0.080
0.416	-0.080
0.427	0.000
0.438	0.000
0.452	-0.160
0.463	-0.160
0.471	-0.080
0.484	-0.080
0.492	0.000
0.504	-0.080
0.513	0.000
0.526	-0.080
0.537	0.000
0.546	0.080
0.557	0.080
0.569	-0.080
0.581	-0.160
0.589	0.080
0.602	-0.080
0.612	-0.080
0.621	0.000
0.635	-0.160
0.643	0.000
0.654	0.080
0.665	0.160
0.678	0.080
0.688	-0.080
0.699	-0.160
0.709	0.000
0.719	0.080
0.729	0.000
0.741	0.000
0.753	-0.080
0.764	0.000
0.774	-0.160
0.783	0.080
0.794	0.000
0.806	0.000
0.816	0.000
0.827	0.000
0.838	0.080
0.849	0.080
0.858	0.000
0.870	0.080
0.882	0.000
0.893	0.080
0.901	0.160
0.913	0.080
0.924	0.080
0.935	0.080
0.948	-0.080
0.957	0.160
0.969	0.000
0.980	0.000
0.989	0.080
0.999	0.080
1.010	0.240
1.023	0.160
1.034	0.000
1.042	0.240
1.056	0.000
1.064	0.240
1.075	0.240
1.086	0.080
1.098	0.160
1.110	0.160
1.119	0.320
1.129	0.240
1.142	0.240
1.152	0.240
1.163	0.320
1.173	0.320
1.183	0.400
1.194	0.400
1.204	0.400
1.216	0.480
1.227	0.400
1.238	0.320
1.250	0.320
1.259	0.400
1.269	0.560
1.281	0.560
1.292	0.480
1.301	0.560
1.314	0.560
1.323	0.640
1.337	0.320
1.345	0.640
1.357	0.640
1.369	0.640
1.377	0.810
1.388	0.730
1.400	0.890
1.411	0.890
1.421	0.810
1.432	0.810
1.442	0.810
1.452	1.050
1.465	0.970
1.475	1.210
1.486	1.130
1.497	1.130
1.507	1.130
1.517	1.290
1.530	1.130
1.541	1.370
1.550	1.370
1.561	1.450
1.573	1.450
1.584	1.450
1.595	1.610
1.604	1.690
1.616	1.690
1.628	1.770
1.637	1.930
1.648	2.010
1.657	2.180
1.670	2.180
1.681	2.180
1.692	2.420
1.702	2.500
1.714	2.500
1.725	2.740
1.736	2.740
1.745	3.140
1.755	3.140
1.766	3.380
1.776	3.550
1.789	3.630
1.797	3.950
1.808	4.030
1.820	4.430
1.830	4.590
1.839	4.920
1.853	5.080
1.863	5.320
1.874	5.640
1.885	5.880
1.895	6.290
1.905	6.770
1.916	7.170
1.927	7.490
1.937	7.900
1.947	8.460
1.963	9.190
1.971	9.430
1.982	9.830
1.992	10.400
2.003	10.960
2.015	11.680
2.024	12.490
2.035	13.460
2.046	13.940
2.055	15.070
2.069	15.630
2.077	16.840
2.092	17.970
2.098	18.780
2.108	19.900
2.119	21.360
2.132	22.970
2.144	23.770
2.152	25.550
2.164	27.080
2.174	29.250
2.189	30.700
2.197	32.400
2.208	34.330
